"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"BPH",NA,26,"01.Wine_European",2,0.01,6.44,0,0,2.31,8.76,0.02,12.88,0,0,4.62,17.52,"0","0","NA","3","0","61.6","37.4","56.890505410000003","9.958057041","9.6045971080000001","71.476930060000001","26.38827384","24.37916538"
"BQT",NA,27,"01.Wine_European",2,0.01,4.15,0,0,2.32,6.48,0.02,8.3,0,0,4.64,12.96,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"APT",NA,28,"01.Wine_European",2,0.01,11.01,0,0,2.37,13.39,0.02,22.02,0,0,4.74,26.78,"0","45","28.88888889","86","46.511627910000001","72.3","51.1","77.712945730000001","26.712538410000001","22.064253260000001","95.465469940000006","88.717364979999999","71.711153999999993"
"BID",NA,29,"01.Wine_European",2,0.01,11.05,0,0,2,13.06,0.02,22.1,0,0,4,26.12,"0","48","4.1666666670000003","72","27.777777780000001","59.8","41.9","81.971262719999999","13.99552486","2.4759787960000001","96.383739169999998","72.012804779999996","53.219726399999999"
"AGI",NA,30,"01.Wine_European",2,0.03,9.78,0,0,2.47,12.28,0.06,19.56,0,0,4.94,24.56,"0","61","1.6393442620000001","76","6.5789473679999997","76.5","48.5","88.049794399999996","49.962452399999997","27.118695410000001","95.828706359999998","80.125150739999995","63.946114129999998"
"BHV",NA,31,"01.Wine_European",2,0.2,4.11,0.02,0.02,2.24,6.59,0.4,8.22,0.04,0.04,4.48,13.18,"0","59","0","88","17.045454549999999","66.2","54.7","85.298067340000003","40.912172429999998","14.22579655","92.298245890000004","61.049439249999999","45.918825310000003"
"BNE",NA,32,"01.Wine_European",2,0.01,10.62,0,0,2.05,12.68,0.02,21.24,0,0,4.1,25.36,"0","17","0","58","20.689655170000002","27.7","14.8","55.119016739999999","6.8040163309999997","6.8513571989999997","73.318776929999999","45.41173156","35.817261520000002"
"BLA",NA,33,"01.Wine_European",2,0.03,9.48,0,0,2.16,11.67,0.06,18.96,0,0,4.32,23.34,"0","24","0","57","5.263157895","57.3","37","94.797159919999999","62.603720670000001","39.02079371","95.734649160000004","74.965786039999998","49.089619820000003"
"BKT",NA,34,"01.Wine_European",2,0.02,9.44,0.01,0,2.56,12.03,0.04,18.88,0.02,0,5.12,24.06,"0","26","0","59","22.033898310000001","63.9","42.2","90.536615729999994","58.02632388","37.794330799999997","95.82896701","79.924453790000001","63.327059040000002"
"BIA",NA,35,"01.Wine_European",2,0.01,11.24,0,0,2.47,13.72,0.02,22.48,0,0,4.94,27.44,"0","34","2.9411764709999999","62","9.6774193549999996","58.9","39","81.238967799999998","35.855850250000003","15.3649155","96.295053359999997","68.284874479999999","41.71026097"
"BKL",NA,36,"01.Wine_European",2,0.01,9.62,0,0,2.38,12.01,0.02,19.24,0,0,4.76,24.02,"0","40","0","50","14","59.1","43.8","89.532732359999997","55.883273320000001","30.057884730000001","95.634321869999994","64.030308360000006","45.166500829999997"
"BIB",NA,37,"01.Wine_European",2,0.02,10.24,0,0,2.58,12.84,0.04,20.48,0,0,5.16,25.68,"0","25","0","54","11.11111111","56.9","36.700000000000003","83.551207700000006","36.648461330000003","16.17705149","96.689705219999993","69.037155350000006","42.090342200000002"
"BKK",NA,38,"01.Wine_European",2,0,9.62,0,0,2.2,11.82,0,19.24,0,0,4.4,23.64,"0","52","1.923076923","74","13.513513509999999","53.8","37.4","91.722657440000006","55.221458509999998","27.833189489999999","96.130050749999995","66.911158950000001","43.580812590000001"
"BLQ",NA,39,"01.Wine_European",2,0.03,9.51,0,0,2.74,12.28,0.06,19.02,0,0,5.48,24.56,"0","23","0","51","5.8823529409999997","59.9","40.299999999999997","82.848333210000007","35.567917999999999","13.708705520000001","94.117693889999998","78.972206389999997","41.188172549999997"
"SACE_YBY",NA,40,"01.Wine_European",2,0.24,11.17,0.04,0,2.54,13.99,0.48,22.34,0.08,0,5.08,27.98,"0","55.555555560000002","0","73.553719009999995","13.48314607","46.37","28.242999999999999","93.314825850000005","22.107933079999999","7.7019496250000001","96.451152010000001","64.379252050000005","43.193912789999999"
"SACE_YDF",NA,41,"01.Wine_European",2,5.42,18.23,1.08,0,3.2,27.93,10.84,36.46,2.16,0,6.4,55.86,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YDO",NA,42,"01.Wine_European",2,9.67,16.02,0.08,0,2.59,28.36,19.34,32.04,0.16,0,5.18,56.72,"0","66.129032260000002","3.6585365849999998","84","12.38095238","82.42","67.764200000000002","96.208308819999999","14.41129686","3.9594658169999999","92.875600980000002","64.511665160000007","42.040425140000004"
"AHG",NA,43,"01.Wine_European",1,0.03,6.08,0,0,2.1,8.21,0.03,6.08,0,0,2.1,8.21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AII",NA,44,"01.Wine_European",2,0.01,6.92,0,0,2.08,9.01,0.02,13.84,0,0,4.16,18.02,"0","0","NA","29","89.655172410000006","70.8","60","38.279457729999997","7.8968634260000004","12.21983767","83.252722869999999","42.315843139999998","36.635073319999996"
"AHD",NA,45,"01.Wine_European",1,0.01,11.14,0,0,1.09,12.24,0.01,11.14,0,0,1.09,12.24,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AGF",NA,46,"01.Wine_European",1,0.03,12.22,0,0,0.96,13.21,0.03,12.22,0,0,0.96,13.21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AHE",NA,47,"01.Wine_European",1,0.03,17.91,0,0,1.36,19.3,0.03,17.91,0,0,1.36,19.3,"0","NA","NA","NA","NA","69.099999999999994","54.5","NA","NA","NA","NA","NA","NA"
"AQQ",NA,48,"01.Wine_European",2,0.09,17.38,0.01,0.01,1.14,18.63,0.18,34.76,0.02,0.02,2.28,37.26,"0","0","NA","0","NA","19.3","2.56","34.459173919999998","14.76648627","15.315866979999999","56.752345220000002","39.568097289999997","38.641019679999999"
"ASG",NA,49,"01.Wine_European",2,0.03,12.48,0,0,2.62,15.13,0.06,24.96,0,0,5.24,30.26,"0","0","NA","0","NA","53.1","35.5","43.606534510000003","20.055781710000002","30.75012868","95.80210194","73.434459430000004","58.73935152"
"ASD",NA,50,"01.Wine_European",2,0.02,3.53,0,0,1.2,4.75,0.04,7.06,0,0,2.4,9.5,"0","0","NA","11","100","39.299999999999997","8.18","NA","NA","NA","NA","NA","NA"
"ASE",NA,51,"01.Wine_European",2,0.02,3.62,0,0,1.08,4.72,0.04,7.24,0,0,2.16,9.44,"0","6","0","35","5.7142857139999998","71.8","59.4","NA","NA","NA","NA","NA","NA"
"AIQ",NA,52,"01.Wine_European",2,0.01,17.6,0.46,0,1.96,20.03,0.02,35.2,0.92,0,3.92,40.06,"0","32","3.125","55","21.81818182","74.8","61.8","85.993033890000007","31.157536650000001","11.5179809","85.949893520000003","39.453813009999998","33.425739950000001"
"BLG",NA,53,"01.Wine_European",2,0.04,11.37,0,0,2.32,13.73,0.08,22.74,0,0,4.64,27.46,"0","39","0","60","20","73.099999999999994","64.099999999999994","97.582789210000001","66.968297840000005","49.74122938","92.894317189999995","48.582836800000003","35.378062800000002"
"BLI",NA,54,"01.Wine_European",2,0.01,12.24,0,0,2.21,14.46,0.02,24.48,0,0,4.42,28.92,"0","37","0","58","8.6206896549999996","83.7","76.599999999999994","98.086846620000003","71.514677899999995","53.885342559999998","93.669230970000001","63.558558060000003","42.832346289999997"
"ACP",NA,55,"01.Wine_European",1,0.03,12.87,0,0,1.9,14.8,0.03,12.87,0,0,1.9,14.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BQA",NA,56,"01.Wine_European",2,0.01,12.57,0,0,2.28,14.86,0.02,25.14,0,0,4.56,29.72,"0","18","0","56","19.64285714","56.2","48","95.964934200000002","61.349224710000001","37.182495969999998","90.627836979999998","42.813103320000003","29.273679319999999"
"AMA",NA,57,"01.Wine_European",3,1.39,10.68,0,0,1.98,14.05,4.17,32.04,0,0,5.94,42.15,"0","60","3.3333333330000001","90","41.111111110000003","58.1","48.6","66.733616280000007","15.975219490000001","12.4553636","83.581043140000006","31.867925710000002","38.16040675"
"ALQ",NA,58,"01.Wine_European",2,0.02,9.7,0,0,1.84,11.56,0.04,19.4,0,0,3.68,23.12,"0","0","NA","0","NA","30.4","20.6","19.44010029","6.1566483999999998E-2","3.3442611999999997E-2","4.228123353","0.22155717999999999","0.143403262"
"BBI",NA,59,"01.Wine_European",2,0.03,16.82,0,0,2.07,18.92,0.06,33.64,0,0,4.14,37.84,"0","52","19.23076923","87","45.977011490000002","69.5","59.1","87.765913979999993","30.818715940000001","11.023788529999999","96.120648220000007","63.922625170000003","36.590290400000001"
"ALT",NA,60,"01.Wine_European",2,0.99,9.76,0.86,0,1.93,13.54,1.98,19.52,1.72,0,3.86,27.08,"0","0","NA","3","0","23.5","12.3","3.6602668450000002","0.68850078599999998","0.56589831700000004","26.223469739999999","8.5035153409999999","8.5457049240000007"
"BBK",NA,61,"01.Wine_European",2,1,10.18,1,0,2.22,14.4,2,20.36,2,0,4.44,28.8,"0","0","NA","0","NA","34.799999999999997","12.8","27.93323651","3.1285462279999998","2.256814028","24.632796190000001","4.8318198490000004","6.1223136069999997"
"BFB",NA,62,"01.Wine_European",2,2.05,14.81,0,0,2.19,19.05,4.1,29.62,0,0,4.38,38.1,"10.4","67","5.9701492539999998","84","25","NA","NA","97.769110269999999","46.891948239999998","21.62733587","94.761622869999997","69.441612930000005","56.280847350000002"
"BFD",NA,63,"01.Wine_European",2,3.05,8.6,0,0,2.24,13.89,6.1,17.2,0,0,4.48,27.78,"19","49","73.469387760000004","83","72.289156629999994","NA","NA","96.574159859999995","21.326002429999999","13.327725770000001","93.09403829","71.009203909999997","51.944164379999997"
"ALS",NA,64,"01.Wine_European",2,1.03,12.5,0,0,1.93,15.46,2.06,25,0,0,3.86,30.92,"0","37","10.81081081","53","9.4339622639999998","32.1","15.2","15.177146690000001","3.851782649","5.3851418210000004","38.611562309999997","30.10667797","22.715692740000001"
"BBH",NA,65,"01.Wine_European",2,1.04,10.23,0,0,2.04,13.31,2.08,20.46,0,0,4.08,26.62,"0","10","10","18","11.11111111","28.2","9.98","14.482756","5.3802863250000001","6.6897123020000002","37.04889404","36.532009360000004","33.025539879999997"
"BPQ",NA,66,"01.Wine_European",2,1.09,18.35,0,0,2.66,22.1,2.18,36.7,0,0,5.32,44.2,"0","33","6.0606060609999997","82","34.146341460000002","52.8","47","15.999487999999999","6.1514024440000004","4.7450543969999996","69.619402910000005","25.66474466","23.441320999999999"
"BQN",NA,67,"01.Wine_European",2,1.03,17.7,0,0,2.14,20.87,2.06,35.4,0,0,4.28,41.74,"0","73","2.7397260270000001","90","44.444444439999998","33.299999999999997","15.6","21.47744849","9.4066643780000003","9.9838363450000003","35.467278129999997","16.322599719999999","15.821141880000001"
"CBI",NA,68,"01.Wine_European",2,1.11,19.46,0,0,2.23,22.8,2.22,38.92,0,0,4.46,45.6,"0","67","10.44776119","92","33.695652170000002","31.4","18.2","21.561403309999999","11.672452","15.08969218","52.311338329999998","32.022478679999999","35.797701609999997"
"CCM",NA,69,"01.Wine_European",2,0.03,14.39,0.01,0.01,2.11,16.55,0.06,28.78,0.02,0.02,4.22,33.1,"0","66","0","87","11.49425287","82.3","77.099999999999994","85.751985259999998","38.658723700000003","17.217967399999999","80.658837879999993","45.679269169999998","38.943962399999997"
"BEP",NA,70,"01.Wine_European",2,1.57,11.65,0,0,2.26,15.48,3.14,23.3,0,0,4.52,30.96,"0","0","NA","35","60","90.5","82.7","96.017305429999993","37.574325700000003","17.770301029999999","93.393988629999996","62.545467940000002","42.166439320000002"
"BRC",NA,71,"01.Wine_European",2,2.03,19.41,0,0,2.22,23.66,4.06,38.82,0,0,4.44,47.32,"0","43","11.627906980000001","67","13.432835819999999","59.5","45.2","93.139673860000002","47.614231619999998","20.4297203","75.88023364","28.026924600000001","23.506150359999999"
"CGT",NA,72,"01.Wine_European",2,1.12,12.55,0,0,2.17,15.84,2.24,25.1,0,0,4.34,31.68,"0","60","6.6666666670000003","95","24.21052632","95","91.5","88.337957779999996","43.53684423","18.782982409999999","93.796194589999999","89.098573020000003","75.231128630000001"
"ALL",NA,73,"01.Wine_European",2,0.56,6.94,0,0,1.82,9.32,1.12,13.88,0,0,3.64,18.64,"0","8","0","30","3.3333333330000001","44","25.4","16.397571849999999","1.012878706","0.826935168","59.380712410000001","14.7929181","15.26921113"
"ALM",NA,74,"01.Wine_European",2,0.02,7.01,0,0,1.92,8.95,0.04,14.02,0,0,3.84,17.9,"0","3","0","25","0","54.7","38.6","45.94942674","6.9882053339999999","23.593059920000002","91.89136671","37.548572589999999","28.97242292"
"AVH",NA,75,"01.Wine_European",2,0.03,6.62,0,0,2.18,8.83,0.06,13.24,0,0,4.36,17.66,"0","0","NA","0","NA","67.599999999999994","44.6","12.29311118","10.431763950000001","16.016253039999999","55.436514629999998","35.850251839999999","33.138036360000001"
"AHR",NA,76,"01.Wine_European",1,0.03,11.97,0,0,1.73,13.73,0.03,11.97,0,0,1.73,13.73,"0","NA","NA","NA","NA","36.6","30.5","NA","NA","NA","NA","NA","NA"
"SACE_YAD",NA,77,"01.Wine_European",2,0.29,11.96,0.03,0,1.27,13.55,0.58,23.92,0.06,0,2.54,27.1,"0","42.519685039999999","12.96296296","81.481481479999999","40.909090910000003","39.42","23.9956","29.275875110000001","9.2879460009999999","8.6068854849999994","43.315771290000001","33.29625059","35.156852999999998"
"AGH",NA,78,"01.Wine_European",1,0.03,12.09,0.01,0.01,1.84,13.98,0.03,12.09,0.01,0.01,1.84,13.98,"0","NA","NA","NA","NA","79.8","82.6","NA","NA","NA","NA","NA","NA"
"BTH",NA,79,"01.Wine_European",2,0.02,18.47,0,1.25,2.34,22.08,0.04,36.94,0,2.5,4.68,44.16,"57.3","72","27.777777780000001","91","39.560439559999999","NA","NA","81.906491079999995","41.567430659999999","20.251473489999999","75.918766610000006","39.694194039999999","29.08183678"
"ATH",NA,80,"01.Wine_European",2,2.98,8.64,0,0,2.21,13.83,5.96,17.28,0,0,4.42,27.66,"0","0","NA","0","NA","67.900000000000006","48.4","61.680101360000002","10.9520409","6.3330932950000003","80.081665509999993","31.33298972","26.08557364"
"BFQ",NA,81,"01.Wine_European",2,0.07,12.22,0,0,1.12,13.41,0.14,24.44,0,0,2.24,26.82,"0","1","0","25","12","92.5","80.5","77.818197789999999","34.213562469999999","10.90931984","98.167936440000005","86.324510200000006","64.988235299999999"
"CIA",NA,82,"01.Wine_European",2,0.04,13.22,0,0.01,1.19,14.46,0.08,26.44,0,0.02,2.38,28.92,"0","0","NA","36","13.88888889","90.6","82.2","79.076292480000006","24.292048340000001","10.30819623","94.75397194","89.824643390000006","74.085341670000005"
"BFR",NA,83,"01.Wine_European",2,0.07,8.3,0,0,2.3,10.67,0.14,16.6,0,0,4.6,21.34,"0","5","0","79","18.98734177","94.8","83.2","79.196388040000002","34.694965369999998","17.17339844","97.069240179999994","71.456053530000005","47.621620569999997"
"CIB",NA,84,"01.Wine_European",2,0.06,9.45,0.01,0.02,2.1,11.64,0.12,18.9,0.02,0.04,4.2,23.28,"0","7","28.571428569999998","73","13.698630140000001","94.4","85.2","82.126698079999997","24.194765700000001","9.1683476119999998","92.831523219999994","68.17921183","53.275498749999997"
"CBG",NA,85,"01.Wine_European",2,0.03,16.43,0.01,0,2.19,18.66,0.06,32.86,0.02,0,4.38,37.32,"0","3","0","19","0","67.7","58.9","98.844834649999996","54.65600852","35.09646601","93.002809619999994","78.964322780000003","61.867148800000002"
"ACF",NA,86,"01.Wine_European",1,0.02,13.08,0.01,0.01,1.94,15.06,0.02,13.08,0.01,0.01,1.94,15.06,"0","NA","NA","NA","NA","65.599999999999994","57.2","NA","NA","NA","NA","NA","NA"
"SACE_YCD",NA,87,"01.Wine_European",2,0.31,13.99,0.01,0.01,2.54,16.86,0.62,27.98,0.02,0.02,5.08,33.72,"0","NA","NA","NA","NA","33.33","19.14","10.701603649999999","7.9223348769999999","12.07626222","64.484229970000001","46.769540020000001","35.47640586"
"APS",NA,88,"01.Wine_European",2,0.06,11.4,0,0,1.2,12.66,0.12,22.8,0,0,2.4,25.32,"0","0","NA","2","100","38.200000000000003","14.9","28.072482260000001","17.840208870000001","24.03954358","76.138367130000006","50.25027369","43.12326187"
"ARC",NA,89,"01.Wine_European",2,0.09,10.89,0.66,0,2.06,13.7,0.18,21.78,1.32,0,4.12,27.4,"0","0","NA","1","0","33.299999999999997","8.7100000000000009","17.155870329999999","23.924944610000001","26.1796279","94.533846010000005","56.778117090000002","50.514502010000001"
"BER",NA,90,"01.Wine_European",2,0.06,9.9,0,0,2.15,12.11,0.12,19.8,0,0,4.3,24.22,"0","0","NA","10","0","83.1","63.9","93.428873899999999","33.318752920000001","6.0553138969999996","93.283061720000006","66.815257290000005","17.625974190000001"
"BES",NA,91,"01.Wine_European",2,0.01,11.31,0,0,2.16,13.48,0.02,22.62,0,0,4.32,26.96,"0","1","0","17","11.764705879999999","89.7","80.3","101.7032464","66.978851919999997","25.254527889999999","94.370045919999995","77.534190219999999","58.03923734"
"ARK",NA,92,"01.Wine_European",2,0.02,10.56,0,0,1.16,11.74,0.04,21.12,0,0,2.32,23.48,"0","0","NA","0","NA","37.5","19.600000000000001","35.415357810000003","16.38411807","14.213449560000001","93.235780640000002","57.126424880000002","39.648081570000002"
"ATA",NA,93,"01.Wine_European",2,0.03,8.94,0,0,2.2,11.17,0.06,17.88,0,0,4.4,22.34,"0","17","0","87","17.241379309999999","80.099999999999994","65.7","94.729922569999999","32.109037430000001","16.470935839999999","92.340531220000003","50.134457320000003","33.486525800000003"
